cod_estd;secuencial;tip_movi;tip_naci;anio_movi;mes_movi;dia_movi;sex_migr;nac_migr;subcont_nac;cont_nac;via_tran;mot_viam;pais_prod;subcont_prod;cont_prod;lug_prod;pais_res;subcont_res;cont_res;jef_migr;pro_jefm;can_jefm;cla_migr;ocu_migr;edad;pais_esc;lug_esc
ESI;7690;Entrada;Extranjero;2017;Julio;18;Mujer;Venezuela;América del Sur;América;Vía Terrestre;Turismo;Colombia;América del Sur;América;Villavicencio;Venezuela;América del Sur;América;Centro Binacional de Atención Fronteriza San Miguel;Sucumbios;Sucumbíos;No inmigrante T-3;Estudiante;26;Colombia;Villavicencio
ESI;7691;Entrada;Extranjero;2017;Julio;18;Mujer;Venezuela;América del Sur;América;Vía Terrestre;Turismo;Colombia;América del Sur;América;Pasto;Venezuela;América del Sur;América;Centro Nacional de Atención Fronteriza Rumichaca;Carchi;Tulcán;No inmigrante T-3;Estudiante;25;Colombia;Pasto
ESI;7692;Entrada;Extranjero;2017;Julio;18;Mujer;Venezuela;América del Sur;América;Vía Terrestre;Turismo;Colombia;América del Sur;América;Pasto;Venezuela;América del Sur;América;Centro Nacional de Atención Fronteriza Rumichaca;Carchi;Tulcán;No inmigrante T-3;Estudiante;23;Colombia;Pasto
ESI;7693;Entrada;Extranjero;2017;Julio;19;Mujer;Venezuela;América del Sur;América;Vía Terrestre;Turismo;Colombia;América del Sur;América;Pasto;Venezuela;América del Sur;América;Centro Nacional de Atención Fronteriza Rumichaca;Carchi;Tulcán;No inmigrante T-3;Estudiante;29;Colombia;Pasto
ESI;7694;Entrada;Extranjero;2017;Julio;19;Mujer;Venezuela;América del Sur;América;Vía Terrestre;Turismo;Colombia;América del Sur;América;Pasto;Venezuela;América del Sur;América;Centro Nacional de Atención Fronteriza Rumichaca;Carchi;Tulcán;No inmigrante T-3;Estudiante;20;Colombia;Pasto
ESI;7695;Entrada;Extranjero;2017;Julio;19;Mujer;Venezuela;América del Sur;América;Vía Terrestre;Turismo;Colombia;América del Sur;América;Pasto;Venezuela;América del Sur;América;Centro Nacional de Atención Fronteriza Rumichaca;Carchi;Tulcán;No inmigrante T-3;Estudiante;19;Colombia;Pasto
ESI;7696;Entrada;Extranjero;2017;Julio;20;Mujer;Venezuela;América del Sur;América;Vía Terrestre;Turismo;Colombia;América del Sur;América;Pasto;Venezuela;América del Sur;América;Centro Nacional de Atención Fronteriza Rumichaca;Carchi;Tulcán;No inmigrante T-3;Estudiante;24;Colombia;Pasto
ESI;7697;Entrada;Extranjero;2017;Julio;21;Mujer;Venezuela;América del Sur;América;Vía Terrestre;Turismo;Colombia;América del Sur;América;Pasto;Venezuela;América del Sur;América;Centro Nacional de Atención Fronteriza Rumichaca;Carchi;Tulcán;No inmigrante T-3;Estudiante;22;Colombia;Pasto
ESI;7698;Entrada;Extranjero;2017;Julio;21;Mujer;Venezuela;América del Sur;América;Vía Terrestre;Otros;Colombia;América del Sur;América;Pasto;Venezuela;América del Sur;América;Centro Nacional de Atención Fronteriza Rumichaca;Carchi;Tulcán;No inmigrante T-3;Estudiante;18;Colombia;Pasto
ESI;7699;Entrada;Extranjero;2017;Julio;22;Mujer;Venezuela;América del Sur;América;Vía Terrestre;Turismo;Colombia;América del Sur;América;Pasto;Venezuela;América del Sur;América;Centro Nacional de Atención Fronteriza Rumichaca;Carchi;Tulcán;No inmigrante T-3;Estudiante;21;Colombia;Pasto
ESI;7700;Entrada;Extranjero;2017;Julio;22;Mujer;Venezuela;América del Sur;América;Vía Terrestre;Turismo;Colombia;América del Sur;América;Pasto;Venezuela;América del Sur;América;Centro Nacional de Atención Fronteriza Rumichaca;Carchi;Tulcán;No inmigrante T-3;Estudiante;20;Colombia;Pasto
ESI;7701;Entrada;Extranjero;2017;Julio;22;Mujer;Venezuela;América del Sur;América;Vía Terrestre;Turismo;Colombia;América del Sur;América;Pasto;Venezuela;América del Sur;América;Centro Nacional de Atención Fronteriza Rumichaca;Carchi;Tulcán;No inmigrante T-3;Estudiante;18;Colombia;Pasto
ESI;7702;Entrada;Extranjero;2017;Julio;23;Mujer;Venezuela;América del Sur;América;Vía Terrestre;Turismo;Colombia;América del Sur;América;Pasto;Venezuela;América del Sur;América;Centro Nacional de Atención Fronteriza Rumichaca;Carchi;Tulcán;No inmigrante T-3;Estudiante;27;Colombia;Pasto
ESI;7703;Entrada;Extranjero;2017;Julio;23;Mujer;Venezuela;América del Sur;América;Vía Terrestre;Otros;Colombia;América del Sur;América;Pasto;Venezuela;América del Sur;América;Centro Nacional de Atención Fronteriza Rumichaca;Carchi;Tulcán;No inmigrante T-3;Estudiante;20;Colombia;Pasto
ESI;7704;Entrada;Extranjero;2017;Julio;24;Mujer;Venezuela;América del Sur;América;Vía Terrestre;Turismo;Colombia;América del Sur;América;Pasto;Venezuela;América del Sur;América;Centro Nacional de Atención Fronteriza Rumichaca;Carchi;Tulcán;No inmigrante T-3;Estudiante;24;Colombia;Pasto
ESI;7705;Entrada;Extranjero;2017;Julio;24;Mujer;Venezuela;América del Sur;América;Vía Terrestre;Turismo;Colombia;América del Sur;América;Pasto;Venezuela;América del Sur;América;Centro Nacional de Atención Fronteriza Rumichaca;Carchi;Tulcán;No inmigrante T-3;Estudiante;19;Colombia;Pasto
ESI;7706;Entrada;Extranjero;2017;Julio;24;Mujer;Venezuela;América del Sur;América;Vía Terrestre;Turismo;Colombia;América del Sur;América;Pasto;Venezuela;América del Sur;América;Centro Nacional de Atención Fronteriza Rumichaca;Carchi;Tulcán;No inmigrante T-3;Estudiante;19;Colombia;Pasto
ESI;7707;Entrada;Extranjero;2017;Julio;25;Mujer;Venezuela;América del Sur;América;Vía Terrestre;Turismo;Colombia;América del Sur;América;Pasto;Venezuela;América del Sur;América;Centro Nacional de Atención Fronteriza Rumichaca;Carchi;Tulcán;No inmigrante T-3;Estudiante;29;Colombia;Pasto
ESI;7708;Entrada;Extranjero;2017;Julio;25;Mujer;Venezuela;América del Sur;América;Vía Terrestre;Turismo;Colombia;América del Sur;América;Pasto;Venezuela;América del Sur;América;Centro Nacional de Atención Fronteriza Rumichaca;Carchi;Tulcán;No inmigrante T-3;Estudiante;25;Colombia;Pasto
ESI;7709;Entrada;Extranjero;2017;Julio;25;Mujer;Venezuela;América del Sur;América;Vía Terrestre;Otros;Colombia;América del Sur;América;Pasto;Venezuela;América del Sur;América;Centro Nacional de Atención Fronteriza Rumichaca;Carchi;Tulcán;No inmigrante T-3;Estudiante;25;Colombia;Pasto
ESI;7710;Entrada;Extranjero;2017;Julio;25;Mujer;Venezuela;América del Sur;América;Vía Terrestre;Turismo;Colombia;América del Sur;América;Pasto;Venezuela;América del Sur;América;Centro Nacional de Atención Fronteriza Rumichaca;Carchi;Tulcán;No inmigrante T-3;Estudiante;21;Colombia;Pasto
ESI;7711;Entrada;Extranjero;2017;Julio;25;Mujer;Venezuela;América del Sur;América;Vía Terrestre;Turismo;Colombia;América del Sur;América;Pasto;Venezuela;América del Sur;América;Centro Nacional de Atención Fronteriza Rumichaca;Carchi;Tulcán;No inmigrante T-3;Estudiante;21;Colombia;Pasto
ESI;7712;Entrada;Extranjero;2017;Julio;25;Mujer;Venezuela;América del Sur;América;Vía Terrestre;Turismo;Colombia;América del Sur;América;Pasto;Venezuela;América del Sur;América;Centro Nacional de Atención Fronteriza Rumichaca;Carchi;Tulcán;No inmigrante T-3;Estudiante;21;Colombia;Pasto
ESI;7713;Entrada;Extranjero;2017;Julio;25;Mujer;Venezuela;América del Sur;América;Vía Terrestre;Otros;Colombia;América del Sur;América;Pasto;Venezuela;América del Sur;América;Centro Nacional de Atención Fronteriza Rumichaca;Carchi;Tulcán;No inmigrante T-3;Estudiante;19;Colombia;Pasto
ESI;7714;Entrada;Extranjero;2017;Julio;26;Mujer;Venezuela;América del Sur;América;Vía Terrestre;Turismo;Colombia;América del Sur;América;Pasto;Venezuela;América del Sur;América;Centro Nacional de Atención Fronteriza Rumichaca;Carchi;Tulcán;No inmigrante T-3;Estudiante;20;Colombia;Pasto
ESI;7715;Entrada;Extranjero;2017;Julio;27;Mujer;Venezuela;América del Sur;América;Vía Terrestre;Turismo;Colombia;América del Sur;América;Pasto;Venezuela;América del Sur;América;Centro Nacional de Atención Fronteriza Rumichaca;Carchi;Tulcán;No inmigrante T-3;Estudiante;25;Colombia;Pasto
ESI;7716;Entrada;Extranjero;2017;Julio;27;Mujer;Venezuela;América del Sur;América;Vía Terrestre;Turismo;Colombia;América del Sur;América;Pasto;Venezuela;América del Sur;América;Centro Nacional de Atención Fronteriza Rumichaca;Carchi;Tulcán;No inmigrante T-3;Estudiante;23;Colombia;Pasto
ESI;7717;Entrada;Extranjero;2017;Julio;27;Mujer;Venezuela;América del Sur;América;Vía Terrestre;Turismo;Colombia;América del Sur;América;Pasto;Venezuela;América del Sur;América;Centro Nacional de Atención Fronteriza Rumichaca;Carchi;Tulcán;No inmigrante T-3;Estudiante;22;Colombia;Pasto
ESI;7718;Entrada;Extranjero;2017;Julio;27;Mujer;Venezuela;América del Sur;América;Vía Terrestre;Otros;Colombia;América del Sur;América;Pasto;Venezuela;América del Sur;América;Centro Nacional de Atención Fronteriza Rumichaca;Carchi;Tulcán;No inmigrante T-3;Estudiante;22;Colombia;Pasto
ESI;7719;Entrada;Extranjero;2017;Julio;27;Mujer;Venezuela;América del Sur;América;Vía Terrestre;Otros;Colombia;América del Sur;América;Pasto;Venezuela;América del Sur;América;Centro Nacional de Atención Fronteriza Rumichaca;Carchi;Tulcán;No inmigrante T-3;Estudiante;20;Colombia;Pasto
ESI;7720;Entrada;Extranjero;2017;Julio;28;Mujer;Venezuela;América del Sur;América;Vía Terrestre;Turismo;Colombia;América del Sur;América;Pasto;Venezuela;América del Sur;América;Centro Nacional de Atención Fronteriza Rumichaca;Carchi;Tulcán;No inmigrante T-3;Estudiante;30;Colombia;Pasto
ESI;7721;Entrada;Extranjero;2017;Julio;28;Mujer;Venezuela;América del Sur;América;Vía Terrestre;Turismo;Colombia;América del Sur;América;Pasto;Venezuela;América del Sur;América;Centro Nacional de Atención Fronteriza Rumichaca;Carchi;Tulcán;No inmigrante T-3;Estudiante;25;Colombia;Pasto
ESI;7722;Entrada;Extranjero;2017;Julio;28;Mujer;Venezuela;América del Sur;América;Vía Terrestre;Turismo;Colombia;América del Sur;América;Pasto;Venezuela;América del Sur;América;Centro Nacional de Atención Fronteriza Rumichaca;Carchi;Tulcán;No inmigrante T-3;Estudiante;23;Colombia;Pasto
ESI;7723;Entrada;Extranjero;2017;Julio;28;Mujer;Venezuela;América del Sur;América;Vía Terrestre;Otros;Colombia;América del Sur;América;Pasto;Venezuela;América del Sur;América;Centro Nacional de Atención Fronteriza Rumichaca;Carchi;Tulcán;No inmigrante T-3;Estudiante;22;Colombia;Pasto
ESI;7724;Entrada;Extranjero;2017;Julio;28;Mujer;Venezuela;América del Sur;América;Vía Terrestre;Otros;Colombia;América del Sur;América;Pasto;Venezuela;América del Sur;América;Centro Nacional de Atención Fronteriza Rumichaca;Carchi;Tulcán;No inmigrante T-3;Estudiante;20;Colombia;Pasto
ESI;7725;Entrada;Extranjero;2017;Julio;28;Mujer;Venezuela;América del Sur;América;Vía Terrestre;Turismo;Colombia;América del Sur;América;Pasto;Venezuela;América del Sur;América;Centro Nacional de Atención Fronteriza Rumichaca;Carchi;Tulcán;No inmigrante T-3;Estudiante;19;Colombia;Pasto
ESI;7726;Entrada;Extranjero;2017;Julio;29;Mujer;Venezuela;América del Sur;América;Vía Terrestre;Turismo;Colombia;América del Sur;América;Pasto;Venezuela;América del Sur;América;Centro Nacional de Atención Fronteriza Rumichaca;Carchi;Tulcán;No inmigrante T-3;Estudiante;30;Colombia;Pasto
ESI;7727;Entrada;Extranjero;2017;Julio;29;Mujer;Venezuela;América del Sur;América;Vía Terrestre;Turismo;Colombia;América del Sur;América;Pasto;Venezuela;América del Sur;América;Centro Nacional de Atención Fronteriza Rumichaca;Carchi;Tulcán;No inmigrante T-3;Estudiante;23;Colombia;Pasto
ESI;7728;Entrada;Extranjero;2017;Julio;29;Mujer;Venezuela;América del Sur;América;Vía Terrestre;Turismo;Colombia;América del Sur;América;Pasto;Venezuela;América del Sur;América;Centro Nacional de Atención Fronteriza Rumichaca;Carchi;Tulcán;No inmigrante T-3;Estudiante;21;Colombia;Pasto
ESI;7729;Entrada;Extranjero;2017;Julio;29;Mujer;Venezuela;América del Sur;América;Vía Terrestre;Turismo;Colombia;América del Sur;América;Pasto;Venezuela;América del Sur;América;Centro Nacional de Atención Fronteriza Rumichaca;Carchi;Tulcán;No inmigrante T-3;Estudiante;19;Colombia;Pasto
ESI;7730;Entrada;Extranjero;2017;Julio;31;Mujer;Venezuela;América del Sur;América;Vía Terrestre;Turismo;Colombia;América del Sur;América;Pasto;Venezuela;América del Sur;América;Centro Nacional de Atención Fronteriza Rumichaca;Carchi;Tulcán;No inmigrante T-3;Estudiante;23;Colombia;Pasto
ESI;7731;Entrada;Extranjero;2017;Julio;31;Mujer;Venezuela;América del Sur;América;Vía Terrestre;Turismo;Colombia;América del Sur;América;Pasto;Venezuela;América del Sur;América;Centro Nacional de Atención Fronteriza Rumichaca;Carchi;Tulcán;No inmigrante T-3;Estudiante;23;Colombia;Pasto
ESI;7732;Entrada;Extranjero;2017;Agosto;2;Mujer;Venezuela;América del Sur;América;Vía Terrestre;Turismo;Colombia;América del Sur;América;Pasto;Venezuela;América del Sur;América;Centro Nacional de Atención Fronteriza Rumichaca;Carchi;Tulcán;No inmigrante T-3;Estudiante;26;Colombia;Pasto
ESI;7733;Entrada;Extranjero;2017;Agosto;3;Mujer;Venezuela;América del Sur;América;Vía Terrestre;Turismo;Colombia;América del Sur;América;Pasto;Venezuela;América del Sur;América;Centro Nacional de Atención Fronteriza Rumichaca;Carchi;Tulcán;No inmigrante T-3;Estudiante;22;Colombia;Pasto
ESI;7734;Entrada;Extranjero;2017;Agosto;4;Mujer;Venezuela;América del Sur;América;Vía Terrestre;Turismo;Colombia;América del Sur;América;Pasto;Venezuela;América del Sur;América;Centro Nacional de Atención Fronteriza Rumichaca;Carchi;Tulcán;No inmigrante T-3;Estudiante;27;Colombia;Pasto
ESI;7735;Entrada;Extranjero;2017;Agosto;5;Mujer;Venezuela;América del Sur;América;Vía Terrestre;Turismo;Colombia;América del Sur;América;Pasto;Venezuela;América del Sur;América;Centro Nacional de Atención Fronteriza Rumichaca;Carchi;Tulcán;No inmigrante T-3;Estudiante;18;Colombia;Pasto
ESI;7736;Entrada;Extranjero;2017;Agosto;6;Mujer;Venezuela;América del Sur;América;Vía Terrestre;Turismo;Colombia;América del Sur;América;Pasto;Venezuela;América del Sur;América;Centro Nacional de Atención Fronteriza Rumichaca;Carchi;Tulcán;No inmigrante T-3;Estudiante;24;Colombia;Pasto
ESI;7737;Entrada;Extranjero;2017;Agosto;6;Mujer;Venezuela;América del Sur;América;Vía Terrestre;Turismo;Colombia;América del Sur;América;Pasto;Venezuela;América del Sur;América;Centro Nacional de Atención Fronteriza Rumichaca;Carchi;Tulcán;No inmigrante T-3;Estudiante;24;Colombia;Pasto
ESI;7738;Entrada;Extranjero;2017;Agosto;6;Mujer;Venezuela;América del Sur;América;Vía Terrestre;Residencia;Colombia;América del Sur;América;Pasto;Ecuador;América del Sur;América;Centro Nacional de Atención Fronteriza Rumichaca;Carchi;Tulcán;Sin Especificar;Estudiante;22;Colombia;Pasto
ESI;7739;Entrada;Extranjero;2017;Agosto;7;Mujer;Venezuela;América del Sur;América;Vía Terrestre;Turismo;Colombia;América del Sur;América;Pasto;Venezuela;América del Sur;América;Centro Nacional de Atención Fronteriza Rumichaca;Carchi;Tulcán;No inmigrante T-3;Estudiante;22;Colombia;Pasto
ESI;7740;Entrada;Extranjero;2017;Agosto;8;Mujer;Venezuela;América del Sur;América;Vía Terrestre;Turismo;Colombia;América del Sur;América;Pasto;Venezuela;América del Sur;América;Centro Nacional de Atención Fronteriza Rumichaca;Carchi;Tulcán;No inmigrante T-3;Estudiante;21;Colombia;Pasto
ESI;7741;Entrada;Extranjero;2017;Agosto;10;Mujer;Venezuela;América del Sur;América;Vía Terrestre;Turismo;Colombia;América del Sur;América;Pasto;Venezuela;América del Sur;América;Centro Nacional de Atención Fronteriza Rumichaca;Carchi;Tulcán;No inmigrante T-3;Estudiante;23;Colombia;Pasto
ESI;7742;Entrada;Extranjero;2017;Agosto;10;Mujer;Venezuela;América del Sur;América;Vía Terrestre;Turismo;Colombia;América del Sur;América;Pasto;Venezuela;América del Sur;América;Centro Nacional de Atención Fronteriza Rumichaca;Carchi;Tulcán;No inmigrante T-3;Estudiante;20;Colombia;Pasto
ESI;7743;Entrada;Extranjero;2017;Agosto;11;Mujer;Venezuela;América del Sur;América;Vía Terrestre;Turismo;Colombia;América del Sur;América;Pasto;Venezuela;América del Sur;América;Centro Nacional de Atención Fronteriza Rumichaca;Carchi;Tulcán;No inmigrante T-3;Estudiante;26;Colombia;Pasto
ESI;7744;Entrada;Extranjero;2017;Agosto;11;Mujer;Venezuela;América del Sur;América;Vía Terrestre;Turismo;Colombia;América del Sur;América;Pasto;Venezuela;América del Sur;América;Centro Nacional de Atención Fronteriza Rumichaca;Carchi;Tulcán;No inmigrante T-3;Estudiante;24;Colombia;Pasto
ESI;7745;Entrada;Extranjero;2017;Agosto;11;Mujer;Venezuela;América del Sur;América;Vía Terrestre;Turismo;Colombia;América del Sur;América;Pasto;Venezuela;América del Sur;América;Centro Nacional de Atención Fronteriza Rumichaca;Carchi;Tulcán;No inmigrante T-3;Estudiante;23;Colombia;Pasto
ESI;7746;Entrada;Extranjero;2017;Agosto;13;Mujer;Venezuela;América del Sur;América;Vía Terrestre;Turismo;Colombia;América del Sur;América;Pasto;Venezuela;América del Sur;América;Centro Nacional de Atención Fronteriza Rumichaca;Carchi;Tulcán;No inmigrante T-3;Estudiante;22;Colombia;Pasto
ESI;7747;Entrada;Extranjero;2017;Agosto;13;Mujer;Venezuela;América del Sur;América;Vía Terrestre;Turismo;Colombia;América del Sur;América;Pasto;Venezuela;América del Sur;América;Centro Nacional de Atención Fronteriza Rumichaca;Carchi;Tulcán;No inmigrante T-3;Estudiante;20;Colombia;Pasto
ESI;7748;Entrada;Extranjero;2017;Agosto;13;Mujer;Venezuela;América del Sur;América;Vía Terrestre;Turismo;Colombia;América del Sur;América;Pasto;Venezuela;América del Sur;América;Centro Nacional de Atención Fronteriza Rumichaca;Carchi;Tulcán;No inmigrante T-3;Estudiante;19;Colombia;Pasto
ESI;7749;Entrada;Extranjero;2017;Agosto;14;Mujer;Venezuela;América del Sur;América;Vía Terrestre;Turismo;Colombia;América del Sur;América;Pasto;Venezuela;América del Sur;América;Centro Nacional de Atención Fronteriza Rumichaca;Carchi;Tulcán;No inmigrante T-3;Estudiante;23;Colombia;Pasto
ESI;7750;Entrada;Extranjero;2017;Agosto;14;Mujer;Venezuela;América del Sur;América;Vía Terrestre;Turismo;Colombia;América del Sur;América;Pasto;Venezuela;América del Sur;América;Centro Nacional de Atención Fronteriza Rumichaca;Carchi;Tulcán;No inmigrante T-3;Estudiante;21;Colombia;Pasto
ESI;7751;Entrada;Extranjero;2017;Agosto;15;Mujer;Venezuela;América del Sur;América;Vía Terrestre;Turismo;Colombia;América del Sur;América;Pasto;Venezuela;América del Sur;América;Centro Nacional de Atención Fronteriza Rumichaca;Carchi;Tulcán;No inmigrante T-3;Estudiante;28;Colombia;Pasto
ESI;7752;Entrada;Extranjero;2017;Agosto;16;Mujer;Venezuela;América del Sur;América;Vía Terrestre;Turismo;Colombia;América del Sur;América;Pasto;Venezuela;América del Sur;América;Centro Nacional de Atención Fronteriza Rumichaca;Carchi;Tulcán;No inmigrante T-3;Estudiante;25;Colombia;Pasto
ESI;7753;Entrada;Extranjero;2017;Agosto;16;Mujer;Venezuela;América del Sur;América;Vía Terrestre;Turismo;Colombia;América del Sur;América;Pasto;Venezuela;América del Sur;América;Centro Nacional de Atención Fronteriza Rumichaca;Carchi;Tulcán;No inmigrante T-3;Estudiante;21;Colombia;Pasto
ESI;7754;Entrada;Extranjero;2017;Agosto;16;Mujer;Venezuela;América del Sur;América;Vía Terrestre;Turismo;Colombia;América del Sur;América;Pasto;Venezuela;América del Sur;América;Centro Nacional de Atención Fronteriza Rumichaca;Carchi;Tulcán;No inmigrante T-3;Estudiante;20;Colombia;Pasto
ESI;7755;Entrada;Extranjero;2017;Agosto;17;Mujer;Venezuela;América del Sur;América;Vía Terrestre;Turismo;Colombia;América del Sur;América;Pasto;Venezuela;América del Sur;América;Centro Nacional de Atención Fronteriza Rumichaca;Carchi;Tulcán;No inmigrante T-3;Estudiante;24;Colombia;Pasto
ESI;7756;Entrada;Extranjero;2017;Agosto;17;Mujer;Venezuela;América del Sur;América;Vía Terrestre;Turismo;Colombia;América del Sur;América;Pasto;Venezuela;América del Sur;América;Centro Nacional de Atención Fronteriza Rumichaca;Carchi;Tulcán;No inmigrante T-3;Estudiante;24;Colombia;Pasto
ESI;7757;Entrada;Extranjero;2017;Agosto;17;Mujer;Venezuela;América del Sur;América;Vía Terrestre;Turismo;Colombia;América del Sur;América;Pasto;Venezuela;América del Sur;América;Centro Nacional de Atención Fronteriza Rumichaca;Carchi;Tulcán;No inmigrante T-3;Estudiante;20;Colombia;Pasto
ESI;7758;Entrada;Extranjero;2017;Agosto;18;Mujer;Venezuela;América del Sur;América;Vía Terrestre;Turismo;Colombia;América del Sur;América;Pasto;Venezuela;América del Sur;América;Centro Nacional de Atención Fronteriza Rumichaca;Carchi;Tulcán;No inmigrante T-3;Estudiante;25;Colombia;Pasto
ESI;7759;Entrada;Extranjero;2017;Agosto;18;Mujer;Venezuela;América del Sur;América;Vía Terrestre;Turismo;Colombia;América del Sur;América;Pasto;Venezuela;América del Sur;América;Centro Nacional de Atención Fronteriza Rumichaca;Carchi;Tulcán;No inmigrante T-3;Estudiante;22;Colombia;Pasto
ESI;7760;Entrada;Extranjero;2017;Agosto;18;Mujer;Venezuela;América del Sur;América;Vía Terrestre;Turismo;Colombia;América del Sur;América;Pasto;Venezuela;América del Sur;América;Centro Nacional de Atención Fronteriza Rumichaca;Carchi;Tulcán;No inmigrante T-3;Estudiante;20;Colombia;Pasto
ESI;7761;Entrada;Extranjero;2017;Agosto;19;Mujer;Venezuela;América del Sur;América;Vía Terrestre;Turismo;Perú;América del Sur;América;Tumbes;Venezuela;América del Sur;América;Centro Binacional de Atención Fronteriza Huaquillas;El Oro;Huaquillas;No inmigrante T-3;Estudiante;23;Perú;Tumbes
ESI;7762;Entrada;Extranjero;2017;Agosto;20;Mujer;Venezuela;América del Sur;América;Vía Terrestre;Turismo;Colombia;América del Sur;América;Pasto;Venezuela;América del Sur;América;Centro Nacional de Atención Fronteriza Rumichaca;Carchi;Tulcán;No inmigrante T-3;Estudiante;29;Colombia;Pasto
ESI;7763;Entrada;Extranjero;2017;Agosto;20;Mujer;Venezuela;América del Sur;América;Vía Terrestre;Turismo;Colombia;América del Sur;América;Pasto;Venezuela;América del Sur;América;Centro Nacional de Atención Fronteriza Rumichaca;Carchi;Tulcán;No inmigrante T-3;Estudiante;20;Colombia;Pasto
ESI;7764;Entrada;Extranjero;2017;Agosto;21;Mujer;Venezuela;América del Sur;América;Vía Terrestre;Turismo;Colombia;América del Sur;América;Pasto;Venezuela;América del Sur;América;Centro Nacional de Atención Fronteriza Rumichaca;Carchi;Tulcán;No inmigrante T-3;Estudiante;20;Colombia;Pasto
ESI;7765;Entrada;Extranjero;2017;Agosto;21;Mujer;Venezuela;América del Sur;América;Vía Terrestre;Turismo;Colombia;América del Sur;América;Pasto;Venezuela;América del Sur;América;Centro Nacional de Atención Fronteriza Rumichaca;Carchi;Tulcán;No inmigrante T-3;Estudiante;20;Colombia;Pasto
ESI;7766;Entrada;Extranjero;2017;Agosto;22;Mujer;Venezuela;América del Sur;América;Vía Terrestre;Turismo;Colombia;América del Sur;América;Pasto;Venezuela;América del Sur;América;Centro Nacional de Atención Fronteriza Rumichaca;Carchi;Tulcán;No inmigrante T-3;Estudiante;21;Colombia;Pasto
ESI;7767;Entrada;Extranjero;2017;Agosto;22;Mujer;Venezuela;América del Sur;América;Vía Terrestre;Turismo;Colombia;América del Sur;América;Pasto;Venezuela;América del Sur;América;Centro Nacional de Atención Fronteriza Rumichaca;Carchi;Tulcán;No inmigrante T-3;Estudiante;20;Colombia;Pasto
ESI;7768;Entrada;Extranjero;2017;Agosto;23;Mujer;Venezuela;América del Sur;América;Vía Terrestre;Turismo;Colombia;América del Sur;América;Pasto;Venezuela;América del Sur;América;Centro Nacional de Atención Fronteriza Rumichaca;Carchi;Tulcán;No inmigrante T-3;Estudiante;23;Colombia;Pasto
ESI;7769;Entrada;Extranjero;2017;Agosto;23;Mujer;Venezuela;América del Sur;América;Vía Terrestre;Turismo;Colombia;América del Sur;América;Pasto;Venezuela;América del Sur;América;Centro Nacional de Atención Fronteriza Rumichaca;Carchi;Tulcán;No inmigrante T-3;Estudiante;21;Colombia;Pasto
ESI;7770;Entrada;Extranjero;2017;Agosto;24;Mujer;Venezuela;América del Sur;América;Vía Terrestre;Turismo;Colombia;América del Sur;América;Pasto;Venezuela;América del Sur;América;Centro Nacional de Atención Fronteriza Rumichaca;Carchi;Tulcán;No inmigrante T-3;Estudiante;24;Colombia;Pasto
ESI;7771;Entrada;Extranjero;2017;Agosto;24;Mujer;Venezuela;América del Sur;América;Vía Terrestre;Turismo;Colombia;América del Sur;América;Pasto;Venezuela;América del Sur;América;Centro Nacional de Atención Fronteriza Rumichaca;Carchi;Tulcán;No inmigrante T-3;Estudiante;22;Colombia;Pasto
ESI;7772;Entrada;Extranjero;2017;Agosto;25;Mujer;Venezuela;América del Sur;América;Vía Terrestre;Turismo;Colombia;América del Sur;América;Pasto;Venezuela;América del Sur;América;Centro Nacional de Atención Fronteriza Rumichaca;Carchi;Tulcán;No inmigrante T-3;Estudiante;28;Colombia;Pasto
ESI;7773;Entrada;Extranjero;2017;Agosto;25;Mujer;Venezuela;América del Sur;América;Vía Terrestre;Residencia;Colombia;América del Sur;América;Pasto;Ecuador;América del Sur;América;Centro Nacional de Atención Fronteriza Rumichaca;Carchi;Tulcán;Sin Especificar;Estudiante;21;Colombia;Pasto
ESI;7774;Entrada;Extranjero;2017;Agosto;25;Mujer;Venezuela;América del Sur;América;Vía Terrestre;Turismo;Colombia;América del Sur;América;Pasto;Venezuela;América del Sur;América;Centro Nacional de Atención Fronteriza Rumichaca;Carchi;Tulcán;No inmigrante T-3;Estudiante;19;Colombia;Pasto
ESI;7775;Entrada;Extranjero;2017;Agosto;27;Mujer;Venezuela;América del Sur;América;Vía Terrestre;Turismo;Colombia;América del Sur;América;Pasto;Venezuela;América del Sur;América;Centro Nacional de Atención Fronteriza Rumichaca;Carchi;Tulcán;No inmigrante T-3;Estudiante;24;Colombia;Pasto
ESI;7776;Entrada;Extranjero;2017;Agosto;27;Mujer;Venezuela;América del Sur;América;Vía Terrestre;Turismo;Colombia;América del Sur;América;Pasto;Venezuela;América del Sur;América;Centro Nacional de Atención Fronteriza Rumichaca;Carchi;Tulcán;No inmigrante T-3;Estudiante;23;Colombia;Pasto
ESI;7777;Entrada;Extranjero;2017;Agosto;28;Mujer;Venezuela;América del Sur;América;Vía Terrestre;Residencia;Colombia;América del Sur;América;Pasto;Venezuela;América del Sur;América;Centro Nacional de Atención Fronteriza Rumichaca;Carchi;Tulcán;Sin Especificar;Estudiante;19;Colombia;Pasto
